text,font_size,font_name,y_coord,page,source_pdf,label
"Anticipatory Action Working Group, Niger",16,Roboto-BoldItalic,395.2061157,1,11613a97cef51ad28635fdd86915e74d94cff227.pdf,2
Jan-23,18,Roboto-Regular,432.5171509,1,11613a97cef51ad28635fdd86915e74d94cff227.pdf,1
Model Report:,16,RobotoSlab-Bold,149.3527222,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,2
Anticipatory Action Trigger for Drought in Niger,16,RobotoSlab-Regular,173.6195068,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,2
1. Background,12,Roboto-Medium,228.520874,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
This document summarizes the documentation and findings developed in the peer review of the,11,Roboto-Regular,245.0610352,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Anticipatory Action Trigger for Drought in Niger. The trigger mechanism was designed for an,11,Roboto-Regular,260.2434082,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
anticipatory action framework coordinated by OCHA. The goal of the trigger mechanism is to,11,Roboto-Regular,275.4259033,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
detect increased drought risk in Niger and trigger the release of funds from the Central,11,Roboto-Regular,290.6085205,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Emergency Response Fund in anticipation of drought-related humanitarian needs. The release,11,Roboto-Regular,305.7910156,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
of funds can be triggered from six months ahead of the rainy season (which runs from July,11,Roboto-Regular,320.9733887,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
through September) until one month into the season. The trigger mechanism includes a,11,Roboto-Regular,336.1558838,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
predictive model that uses seasonal precipitation forecasts and an observational model that,11,Roboto-Regular,351.3383789,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
uses the Standardized Precipitation Index.,11,Roboto-Regular,366.520752,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The review was conducted between May 2022 and January 2023.,11,Roboto-Regular,396.8857422,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
2. Main Findings and Recommendations,12,Roboto-Medium,427.2731934,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
"The documentation describing the model and its application, as well as the outcomes of the",11,Roboto-Regular,443.8133545,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"review process, are available through the following links:",11,Roboto-Regular,458.9958496,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,474.425415,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The  Model Card  describes version 1 of the trigger mechanism. It was completed by,11,Roboto-Regular,474.1783447,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
OCHA in June 2022 and updated in October 2022.,11,Roboto-Regular,489.3608398,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,504.7902832,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The  Model Evaluation Matrix  presents the outcomes of the technical review and was,11,Roboto-Regular,504.5432129,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"completed by Mohammad Shamsudduha, Associate Professor in Humanitarian Science",11,Roboto-Regular,519.725708,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"at the Institute for Risk and Disaster Reduction, University College London, in December",11,Roboto-Regular,534.9082031,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
2022,11,Roboto-Regular,550.0905762,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,565.5201416,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The  Implementation Plan  summarizes the concrete actions that the trigger mechanism,11,Roboto-Regular,565.2730713,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
will inform and was developed by OCHA in October 2022.,11,Roboto-Regular,580.4556885,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,595.8852539,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The  Ethical Matrix  identifies issues that may come up in the implementation of the,11,Roboto-Regular,595.6381836,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
trigger mechanism and stakeholders that may be impacted by those issues. The Ethical,11,Roboto-Regular,610.8205566,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"Matrix was completed in January 2023 by Andrea Romaoli Garcia, ITU Topic Driver on",11,Roboto-Regular,626.0030518,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Open Code.,11,Roboto-Regular,641.1855469,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The sections below provide a summary of the main findings and recommendations developed in,11,Roboto-Regular,671.550415,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
the review.,11,Roboto-Regular,686.7329102,2,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
2.1 Technical Review,12,Roboto-Medium,88.83215332,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
Intended Use,12,Roboto-MediumItalic,121.9575195,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,138.7449951,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The intended use of the predictive model is appropriate.,11,Roboto-Regular,138.4979248,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,153.9273682,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"The model may not detect localized rainfall shortages, which could lead to the model",11,Roboto-Regular,153.6802979,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"missing a trigger where it should detect increased drought risk. In addition, crop failure",11,Roboto-Regular,168.862793,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"depends on a number of factors other than rainfall, including the use and availability of",11,Roboto-Regular,184.045166,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
groundwater for irrigation as well as changes in temperature. The fact that these,11,Roboto-Regular,199.2277832,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
additional factors are not included in the model should be considered in the,11,Roboto-Regular,214.4101563,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
interpretation of model outputs.,11,Roboto-Regular,229.5927734,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Model Development and Documentation,12,Roboto-MediumItalic,259.9801025,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,276.767334,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The resolution of the spatial coverage of the predictive model is very high at 0.05,11,Roboto-Regular,276.5202637,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
degrees. The predictive model produces outputs on a monthly basis. The geographic,11,Roboto-Regular,291.7028809,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
scope of the predictive model includes the entire country of Niger. These parameters are,11,Roboto-Regular,306.8852539,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
appropriate for a national-scale model.,11,Roboto-Regular,322.067749,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,337.4971924,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The spatial resolution of the predictive model at 0.05 degrees is too high given that the,11,Roboto-Regular,337.2501221,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
predictive model is primarily dependent on precipitation variability. Correlation between,11,Roboto-Regular,352.4326172,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
forecasts and observational rainfall data produced by CHIRPS is weak in Maradi and,11,Roboto-Regular,367.6149902,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"Niamey regions, where the irrigation is the highest in the country.",11,Roboto-Regular,382.7976074,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Model Evaluation,12,Roboto-MediumItalic,413.1850586,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,429.972168,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"The predictive model is evaluated using accuracy, hit rate, miss rate, false positives and",11,Roboto-Regular,429.7250977,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
false negatives as parameters. These model evaluation criteria are appropriate for this,11,Roboto-Regular,444.9077148,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
predictive model.,11,Roboto-Regular,460.090332,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,475.5197754,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
A comparison between the predictive model outputs and NextGen forecasts was based,11,Roboto-Regular,475.2727051,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
only on CHIRPS gridded rainfall data. No detailed information is provided on the,11,Roboto-Regular,490.4550781,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
downscaling of the forecasts and evaluation of the downscaled technique.,11,Roboto-Regular,505.6376953,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Operational Readiness,12,Roboto-MediumItalic,536.0249023,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,552.8125,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Activities and funding are provided on a â€œno-regretsâ€ basis after a trigger activation.,11,Roboto-Regular,552.5654297,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Activities and funding are purposefully selected to still be valuable in the absence of a,11,Roboto-Regular,567.7475586,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
shock. The addition of an observational trigger based on SPI is a strength of this,11,Roboto-Regular,582.9301758,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
anticipatory trigger mechanism.,11,Roboto-Regular,598.1125488,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,613.5422363,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The forecast accuracy could be improved if the predictive model is tailored to individual,11,Roboto-Regular,613.295166,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
areas within Niger.,11,Roboto-Regular,628.4775391,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,643.9072266,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
There is little mention of local/national capacity building or strengthening in the process.,11,Roboto-Regular,643.6601563,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,659.0895996,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The performance of the predictive model should be evaluated against the observational,11,Roboto-Regular,658.8425293,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
model,11,Roboto-Regular,674.0249023,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
outputs,11,Roboto-Regular,674.0249023,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
to better understand the weaknesses in the predictive model.,11,Roboto-Regular,674.0249023,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Strengthening the predictive model outputs increases the potential impact of the trigger,11,Roboto-Regular,689.2075195,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
mechanism due to the increased lead time.,11,Roboto-Regular,704.3898926,3,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,72.49414063,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
The low or even negative correlation between the predictive model outputs and CHIRPS,11,Roboto-Regular,72.24707031,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
precipitation in the northern part of Niger should be examined to improve the,11,Roboto-Regular,87.4296875,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
performance and validity of the predictive model.,11,Roboto-Regular,102.6120605,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
2.2 Ethical Review,12,Roboto-Medium,148.1818848,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
False negative activation  (non-activation in the presence of a shock),12,Roboto-MediumItalic,179.9272461,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,196.7143555,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
A false negative would deprive the community of timely aid.,11,Roboto-Regular,196.4672852,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,211.8969727,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Recommendation: The outputs of the predictive model should be continuously evaluated,11,Roboto-Regular,211.6499023,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
against the outputs of the observational model and against CHIRPS precipitation data to,11,Roboto-Regular,226.8322754,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
lower the likelihood of false negatives.,11,Roboto-Regular,242.0146484,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
False positive activation  (activation in the absence of a shock),12,Roboto-MediumItalic,272.4020996,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,289.1894531,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
A false positive would increase the risk of wasted financial resources. Such error could,11,Roboto-Regular,288.9423828,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
undermine the confidence of stakeholders and donors and could lead to discontinuation,11,Roboto-Regular,304.125,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"of the trigger mechanism. A false negative primarily impacts other stakeholders,",11,Roboto-Regular,319.3071289,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"including local NGOs, the model developers and UN entities, due to the misallocation of",11,Roboto-Regular,334.4897461,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
resources. It also undermines trust in the trigger mechanism.,11,Roboto-Regular,349.6721191,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,365.1018066,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"Recommendation: A false positive is more tolerable compared to a false negative, as a",11,Roboto-Regular,364.8547363,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
false positive triggers activities and funding that benefit the population even in the,11,Roboto-Regular,380.0371094,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
absence of a shock. The outputs of the predictive model should be continuously,11,Roboto-Regular,395.2197266,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
evaluated against the outputs of the observational model and against CHIRPS,11,Roboto-Regular,410.4020996,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
precipitation data to lower the likelihood of false positives.,11,Roboto-Regular,425.5844727,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Identity exposure  (exposure of individual identities through potential use of additional data,12,Roboto-MediumItalic,455.9719238,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
sources in implementation of the model),11,Roboto-Italic,472.512207,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,487.9418945,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Unauthorized access to any personal data used in future implementation of the trigger,11,Roboto-Regular,487.6948242,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
mechanism could cause harm and carries reputational risk.,11,Roboto-Regular,502.8769531,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,518.3066406,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Recommendation: Given that the trigger mechanism does not include the use of any,11,Roboto-Regular,518.0595703,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
personal data there is little concern that a data breach could result in re-identification. If,11,Roboto-Regular,533.2419434,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
the implementation of the trigger mechanism evolves over time to include additional,11,Roboto-Regular,548.4245605,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
"personal data, the tools and infrastructure used in implementation should be",11,Roboto-Regular,563.6071777,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
re-evaluated and adjusted as needed to mitigate the risk of identity exposure.,11,Roboto-Regular,578.7895508,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Bias in available data,12,Roboto-MediumItalic,609.1767578,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
â—,11,ArialMT,625.9643555,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Bias in data availability resulting from gaps in data for different regions in Niger could,11,Roboto-Regular,625.7172852,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
affect the allocation of funding and activities.,11,Roboto-Regular,640.8996582,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
â—,11,ArialMT,656.3291016,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Recommendation: Determine whether there are gaps resulting in biases in climate data,11,Roboto-Regular,656.0820313,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
availability for Niger in order to prevent unfair allocation of funding and activities.,11,Roboto-Regular,671.2646484,4,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Feedback,12,Roboto-Medium,72.26953125,5,11613a97cef51ad28635fdd86915e74d94cff227.pdf,4
"The Centre invites individuals and organizations working in the humanitarian, academic, research and",11,SourceSansPro-Regular,88.5625,5,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
private sector to engage with us on the peer review process. Please send feedback on the Peer Review,11,SourceSansPro-Regular,104.4638672,5,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
Framework to centrehumdata@un.org.,11,SourceSansPro-Regular,120.3647537,5,11613a97cef51ad28635fdd86915e74d94cff227.pdf,5
CENTRO PARA LOS DATOS HUMANITARIOS,8,SourceSansPro-Regular,791.6342163,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
1,8,OpenSans-Regular,791.6113281,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
DICIEMBRE 2020,8,SourceSansPro-Regular,791.673584,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
1      Nota orientativa sobre el papel que juega la asistencia en efectivo y mediante vales para reducir las barreras financieras en respuesta a la,4.518199921,Stag-Medium,759.3317261,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
pandemia COVID-19 en los paÃ­ses a los que se dirige el Plan Global Humanitario en Respuesta al COVID-19 .,7.5,Stag-Medium,768.1036377,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
CENTRO PARA LOS DATOS HUMANITARIOS,14,BrandonGrotesque-Bold,55.29532242,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,2
SERIE DE NOTAS DE ORIENTACIÃ“N,12,OpenSans-SemiBold,92.4322052,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,3
RESPONSABILIDAD DE LOS DATOS EN LA RESPUESTA HUMANITARIA,12,OpenSans-SemiBold,110.4322052,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,3
RESPONSABILIDAD DE DATOS EN LA,19,OpenSans-Bold,132.709198,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,1
ASISTENCIA EN EFECTIVO Y MEDIANTE VALES,19,OpenSans-Bold,158.7012024,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,1
(CVA),19,OpenSans-Bold,184.6932068,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,1
CONCLUSIONES FUNDAMENTALES:,11,OpenSans-Bold,231.9963074,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,3
"â€¢	 En los Ãºltimos aÃ±os los agentes humanitarios han hecho un progreso considerable al promover",11,SourceSansPro-Regular,253.6883087,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"la responsabilidad de datos en asistencia en efectivo y mediante vales (CVA). Sin embargo,",11,SourceSansPro-Regular,266.8883057,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
existen brechas entre los marcos de responsabilidad de datos y su aplicaciÃ³n prÃ¡ctica en la,11,SourceSansPro-Regular,280.0883179,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
ejecuciÃ³n de la CVA.,11,SourceSansPro-Regular,293.2883301,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"â€¢	 Hay muchos recursos disponibles en la protecciÃ³n de datos en los programas de CVA, pero",11,SourceSansPro-Regular,316.4873047,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
existe una falta de orientaciÃ³n y herramientas prÃ¡cticas en el manejo responsable de datos no,11,SourceSansPro-Regular,329.6873169,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
personales que son confidenciales.,11,SourceSansPro-Regular,342.8873291,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"â€¢	 Los beneficios mÃ¡s comunes relacionados con los datos en CVA incluyen: (i) mayor comprensiÃ³n",11,SourceSansPro-Regular,366.0863342,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"de prioridades, necesidades y preferencia; (ii) mejora de asistencia, incluyendo la deduplicaciÃ³n",11,SourceSansPro-Regular,379.2863464,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
de listas de beneficiarios; (iii) incremento de eficiencia y efectividad de diferentes mecanismos de,11,SourceSansPro-Regular,392.4863586,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
distribuciÃ³n; y (iv) fomentar la transparencia y responsabilidad.,11,SourceSansPro-Regular,405.6863708,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"â€¢	 Los riesgos mÃ¡s comunes relacionados con los datos: (i) la exposiciÃ³n de datos sensibles",11,SourceSansPro-Regular,428.885376,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
que  pueden llegar a daÃ±ar a personas afectadas y/o al personal humanitario; (ii) brechas en,11,SourceSansPro-Regular,442.0853882,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"la protecciÃ³n de datos, privacidad de datos y seguridad de datos con fines humanitarios por",11,SourceSansPro-Regular,455.2854004,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
terceras partes; y (iv) pÃ©rdida de confianza entre las personas afectadas y las organizaciones,11,SourceSansPro-Regular,468.4854126,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
humanitarias.,11,SourceSansPro-Regular,481.6854248,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"â€¢	 Las organizaciones humanitarias pueden mejorar la responsabilidad de datos en la CVA al llevar",11,SourceSansPro-Regular,508.0853882,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
los siguientes pasos: (i) esquematizar ecosistemas de datos de la CVA (ii) el establecimiento de un,11,SourceSansPro-Regular,521.2854614,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
protocolo de intercambio de informaciÃ³n especÃ­fico para los programas de CVA; (iii) el,11,SourceSansPro-Regular,534.4854126,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
establecimiento de acuerdos de intercambio de datos personales; (iv) la realizaciÃ³n de,11,SourceSansPro-Regular,547.6854858,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
evaluaciones del impacto de los datos en todas las intervenciones de CVA; (v) la introducciÃ³n de,11,SourceSansPro-Regular,560.885437,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
procedimientos de gestiÃ³n de incidentes de datos; y (vi) el seguimiento de las cuestiones y los,11,SourceSansPro-Regular,574.0855103,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
progresos en la responsabilidad de datos a travÃ©s de las estructuras de coordinaciÃ³n.,11,SourceSansPro-Regular,587.2854614,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
INTRODUCCIÃ“N,11,OpenSans-Bold,632.5065308,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,3
A medida que las herramientas digitales se convierten cada vez mÃ¡s importantes en la prestaciÃ³n de,11,SourceSansPro-Regular,656.1895142,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"asistencia en efectivo y mediante vales (CVA), las organizaciones humanitarias, proveedores de servicios",11,SourceSansPro-Regular,669.3894653,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"financieros, y otras partes interesadas se reÃºnen, almacenan, usan y comparten volÃºmenes de datos cada",11,SourceSansPro-Regular,682.5894775,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"vez mÃ¡s grandes. Estas tendencias se han acelerado en respuesta al COVID-19, para que los agentes del",11,SourceSansPro-Regular,695.7894897,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
efectivo han ampliado y adaptado sus programas de CVA en funciÃ³n de los retos particulares que plantea,11,SourceSansPro-Regular,708.9894409,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"la pandemia, con una preferencia hacia pagos electrÃ³nicos o pagos hechos mediante el celular para reducir",11,SourceSansPro-Regular,722.1894531,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
el riesgo de contagio. 1,11,SourceSansPro-Regular,735.3894653,1,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
CENTRO PARA LOS DATOS HUMANITARIOS,8,SourceSansPro-Regular,791.6342163,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
2,8,OpenSans-Regular,791.6113281,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
DICIEMBRE 2020,8,SourceSansPro-Regular,791.673584,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"2     CaLP, 2020.  Estado del Efectivo Mundial 2020 .",4.518199921,Stag-Medium,714.2136841,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
3     Ibid .,4.518199921,Stag-Medium,726.2136841,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"4    Entre ellos se encuentran los esfuerzos realizados por el grupo de trabajo sobre efectivo y riesgo del Grand Bargain Cash, la Cash Learning",4.518199921,Stag-Medium,738.2136841,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"Partnership (CaLP), la Common Cash Delivery Network y la Common Cash Statement de la ONU, entre otros.",7.5,Stag-Book,747.0755615,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"5    International Committee of the Red Cross (ICRC) y Privacy International, 2018.  El problema de los metadatos humanitarios: ""No hacer daÃ±o"" en la",4.518199921,Stag-Medium,759.2136841,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
era digital .,7.5,Stag-Medium,767.9855347,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"De acuerdo con el reporte del 2020 State of the Worldâ€™s Cash (Estado del Efectivo Mundial 2020), la",11,SourceSansPro-Regular,45.22431564,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
percepciÃ³n de los riesgos digitales y de gestiÃ³n de datos ha aumentado tambiÃ©n su importancia en,11,SourceSansPro-Regular,58.42432785,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
los Ãºltimos aÃ±os. 2  En varios foros de CVA se han reconocido las siguientes preocupaciones 3 : (i) existe,11,SourceSansPro-Regular,71.62433624,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
una importante carencia de recursos prÃ¡cticos para ayudar a los profesionales a conciliar las normas,11,SourceSansPro-Regular,84.82434845,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
Ã©ticas contenidas en las polÃ­ticas de responsabilidad de los datos con la presiÃ³n diaria para ejecutar los,11,SourceSansPro-Regular,98.02436066,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
programas; (ii) no existen mecanismos que permitan compartir colectivamente y aprender de los casos,11,SourceSansPro-Regular,111.2243729,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
"de gestiÃ³n de incidentes de datos crÃ­ticos; y (iii) la disminuciÃ³n de tolerancia al riesgo en el CVA, en parte",11,SourceSansPro-Regular,124.4243851,2,12851f0053449570257ff3dfe552621a8dd63d53.pdf,5
